PUC_Maximo_Asset_ID,DPW_Node_ID,Drain_Type,SYSTEM,System_Use_Code,System_Use,lng,lat
55603,55603,Catch Basin Drain,Eastbank,STORM,,-90.13024618,29.93132623
55604,55604,Catch Basin Drain,Eastbank,STORM,,-90.13035665,29.9313866
55605,55605,Catch Basin Drain,Eastbank,STORM,,-90.13019726,29.93139702
55606,55606,Catch Basin Drain,Eastbank,STORM,,-90.12949674,29.93095006
55607,55607,Catch Basin Drain,Eastbank,STORM,,-90.12954998,29.93087806
55608,55608,Catch Basin Drain,Eastbank,STORM,,-90.12930733,29.93089209
55609,55609,Catch Basin Drain,Eastbank,STORM,,-90.12939497,29.93094226
55610,55610,Catch Basin Drain,Eastbank,STORM,,-90.1294391,29.9307327
55611,55611,Catch Basin Drain,Eastbank,STORM,,-90.12950597,29.93077955
55612,55612,Catch Basin Drain,Eastbank,STORM,,-90.12928103,29.93081249
55613,55613,Catch Basin Drain,Eastbank,STORM,,-90.12933358,29.93073861
55614,55614,Catch Basin Drain,Eastbank,STORM,,-90.12977572,29.93167124
55615,55615,Catch Basin Drain,Eastbank,STORM,,-90.12983715,29.93169305
55616,55616,Catch Basin Drain,Eastbank,STORM,,-90.12890059,29.93154512
55617,55617,Catch Basin Drain,Eastbank,STORM,,-90.12876947,29.93170952
55618,55618,Catch Basin Drain,Eastbank,STORM,,-90.1286911,29.93166506
55619,55619,Catch Basin Drain,Eastbank,STORM,,-90.12887432,29.93170048
55620,55620,Catch Basin Drain,Eastbank,STORM,,-90.1289252,29.93164596
55621,55621,Catch Basin Drain,Eastbank,STORM,,-90.12956739,29.93193303
55622,55622,Catch Basin Drain,Eastbank,STORM,,-90.12961581,29.93196285
55623,55623,Catch Basin Drain,Eastbank,STORM,,-90.12937842,29.93201629
55624,55624,Catch Basin Drain,Eastbank,STORM,,-90.12942811,29.93194176
55625,55625,Catch Basin Drain,Eastbank,STORM,,-90.12921165,29.93246031
55626,55626,Catch Basin Drain,Eastbank,STORM,,-90.12916327,29.93242737
55627,55627,Catch Basin Drain,Eastbank,STORM,,-90.13017386,29.93250536
55628,55628,Catch Basin Drain,Eastbank,STORM,,-90.13022343,29.9324402
55629,55629,Catch Basin Drain,Eastbank,STORM,,-90.12960626,29.9321596
55630,55630,Catch Basin Drain,Eastbank,STORM,,-90.12965942,29.93209447
55631,55631,Catch Basin Drain,Eastbank,STORM,,-90.12820257,29.93225798
55632,55632,Catch Basin Drain,Eastbank,STORM,,-90.12828084,29.93231119
55633,55633,Catch Basin Drain,Eastbank,STORM,,-90.12825895,29.93246033
55634,55634,Catch Basin Drain,Eastbank,STORM,,-90.12830709,29.93239516
55635,55635,Catch Basin Drain,Eastbank,STORM,,-90.12816556,29.93247073
55636,55636,Catch Basin Drain,Eastbank,STORM,,-90.12806482,29.93243668
55637,55637,Catch Basin Drain,Eastbank,STORM,,-90.13036255,29.93244459
55638,55638,Catch Basin Drain,Eastbank,STORM,,-90.1304478,29.93251411
55639,55639,Catch Basin Drain,Eastbank,STORM,,-90.13046523,29.93267487
55640,55640,Catch Basin Drain,Eastbank,STORM,,-90.13051472,29.93261658
55641,55641,Catch Basin Drain,Eastbank,STORM,,-90.13011576,29.932921
55642,55642,Catch Basin Drain,Eastbank,STORM,,-90.12974801,29.93319571
55643,55643,Catch Basin Drain,Eastbank,STORM,,-90.12985641,29.93324919
55644,55644,Catch Basin Drain,Eastbank,STORM,,-90.12988898,29.93334447
55645,55645,Catch Basin Drain,Eastbank,STORM,,-90.12983653,29.93341023
55646,55646,Catch Basin Drain,Eastbank,STORM,,-90.12958003,29.93326354
55647,55647,Catch Basin Drain,Eastbank,STORM,,-90.1296312,29.93318464
55648,55648,Catch Basin Drain,Eastbank,STORM,,-90.12900671,29.9329171
55649,55649,Catch Basin Drain,Eastbank,STORM,,-90.12905914,29.93285259
55650,55650,Catch Basin Drain,Eastbank,STORM,,-90.12877527,29.93277438
55651,55651,Catch Basin Drain,Eastbank,STORM,,-90.12882484,29.93270922
55652,55652,Catch Basin Drain,Eastbank,STORM,,-90.12893437,29.93272835
55653,55653,Catch Basin Drain,Eastbank,STORM,,-90.12898996,29.93275948
55654,55654,Catch Basin Drain,Eastbank,STORM,,-90.12836235,29.93346298
55655,55655,Catch Basin Drain,Eastbank,STORM,,-90.12840951,29.93347841
55656,55656,Catch Basin Drain,Eastbank,STORM,,-90.12816782,29.93353181
55657,55657,Catch Basin Drain,Eastbank,STORM,,-90.1282324,29.93347116
55658,55658,Catch Basin Drain,Eastbank,STORM,,-90.12846823,29.93360642
55659,55659,Catch Basin Drain,Eastbank,STORM,,-90.12841431,29.93367466
55660,55660,Catch Basin Drain,Eastbank,STORM,,-90.12805963,29.93393574
55661,55661,Catch Basin Drain,Eastbank,STORM,,-90.12800546,29.93390713
55662,55662,Catch Basin Drain,Eastbank,STORM,,-90.12892986,29.93399433
55663,55663,Catch Basin Drain,Eastbank,STORM,,-90.12897955,29.93391917
55664,55664,Catch Basin Drain,Eastbank,STORM,,-90.12949349,29.93371766
55665,55665,Catch Basin Drain,Eastbank,STORM,,-90.13058907,29.93359021
55666,55666,Catch Basin Drain,Eastbank,STORM,,-90.130653,29.93364328
55667,55667,Catch Basin Drain,Eastbank,STORM,,-90.12922178,29.93417822
55668,55668,Catch Basin Drain,Eastbank,STORM,,-90.12928007,29.93410377
55669,55669,Catch Basin Drain,Eastbank,STORM,,-90.12913913,29.9339525
55670,55670,Catch Basin Drain,Eastbank,STORM,,-90.12923812,29.93401277
55671,55671,Catch Basin Drain,Eastbank,STORM,,-90.13053007,29.93485507
55672,55672,Catch Basin Drain,Eastbank,STORM,,-90.13047534,29.93493143
55673,55673,Catch Basin Drain,Eastbank,STORM,,-90.12999038,29.93463267
55674,55674,Catch Basin Drain,Eastbank,STORM,,-90.13000229,29.9345378
55675,55675,Catch Basin Drain,Eastbank,STORM,,-90.12975117,29.93447989
55676,55676,Catch Basin Drain,Eastbank,STORM,,-90.12980425,29.93442163
55677,55677,Catch Basin Drain,Eastbank,STORM,,-90.12993309,29.93438657
55678,55678,Catch Basin Drain,Eastbank,STORM,,-90.13000774,29.93444286
55679,55679,Catch Basin Drain,Eastbank,STORM,,-90.12875563,29.93440204
55680,55680,Catch Basin Drain,Eastbank,STORM,,-90.1288789,29.9344719
55681,55681,Catch Basin Drain,Eastbank,STORM,,-90.12968157,29.93471921
55682,55682,Catch Basin Drain,Eastbank,STORM,,-90.12972164,29.93478768
55683,55683,Catch Basin Drain,Eastbank,STORM,,-90.12941782,29.93517358
55684,55684,Catch Basin Drain,Eastbank,STORM,,-90.12934866,29.93513796
55685,55685,Catch Basin Drain,Eastbank,STORM,,-90.12919384,29.93518591
55686,55686,Catch Basin Drain,Eastbank,STORM,,-90.12914407,29.93526731
55687,55687,Catch Basin Drain,Eastbank,STORM,,-90.12941403,29.93530915
55688,55688,Catch Basin Drain,Eastbank,STORM,,-90.12938631,29.935407
55689,55689,Catch Basin Drain,Eastbank,STORM,,-90.12920421,29.93545595
55690,55690,Catch Basin Drain,Eastbank,STORM,,-90.12912646,29.93541837
55691,55691,Catch Basin Drain,Eastbank,STORM,,-90.1283485,29.93478824
55692,55692,Catch Basin Drain,Eastbank,STORM,,-90.12839819,29.93471308
55693,55693,Catch Basin Drain,Eastbank,STORM,,-90.12851077,29.93471786
55694,55694,Catch Basin Drain,Eastbank,STORM,,-90.1286234,29.93477763
55695,55695,Catch Basin Drain,Eastbank,STORM,,-90.12864102,29.93486278
55696,55696,Catch Basin Drain,Eastbank,STORM,,-90.12859492,29.93493797
55697,55697,Catch Basin Drain,Eastbank,STORM,,-90.12847428,29.93494686
55698,55698,Catch Basin Drain,Eastbank,STORM,,-90.12836975,29.93487029
55699,55699,Catch Basin Drain,Eastbank,STORM,,-90.12815274,29.93513701
55700,55700,Catch Basin Drain,Eastbank,STORM,,-90.12828402,29.93519695
55701,55701,Catch Basin Drain,Eastbank,STORM,,-90.12791852,29.9354623
55702,55702,Catch Basin Drain,Eastbank,STORM,,-90.1280315,29.93549271
55703,55703,Catch Basin Drain,Eastbank,STORM,,-90.12789813,29.9356652
55704,55704,Catch Basin Drain,Eastbank,STORM,,-90.12801442,29.93566002
55705,55705,Catch Basin Drain,Eastbank,STORM,,-90.1280569,29.93558792
55706,55706,Catch Basin Drain,Eastbank,STORM,,-90.12832626,29.93585784
55707,55707,Catch Basin Drain,Eastbank,STORM,,-90.12837808,29.93578458
55708,55708,Catch Basin Drain,Eastbank,STORM,,-90.12997045,29.93563168
55709,55709,Catch Basin Drain,Eastbank,STORM,,-90.12993227,29.93570382
55710,55710,Catch Basin Drain,Eastbank,STORM,,-90.13022132,29.93570959
55711,55711,Catch Basin Drain,Eastbank,STORM,,-90.13032051,29.93563489
55712,55712,Catch Basin Drain,Eastbank,STORM,,-90.1305135,29.93521735
55713,55713,Catch Basin Drain,Eastbank,STORM,,-90.130496,29.93512221
55714,55714,Catch Basin Drain,Eastbank,STORM,,-90.13075157,29.93481023
55715,55715,Catch Basin Drain,Eastbank,STORM,,-90.12855192,29.93600363
55716,55716,Catch Basin Drain,Eastbank,STORM,,-90.12860516,29.93593226
55717,55717,Catch Basin Drain,Eastbank,STORM,,-90.12871918,29.9359358
55718,55718,Catch Basin Drain,Eastbank,STORM,,-90.12881183,29.93598664
55719,55719,Catch Basin Drain,Eastbank,STORM,,-90.12882591,29.93606863
55720,55720,Catch Basin Drain,Eastbank,STORM,,-90.12876116,29.93614302
55721,55721,Catch Basin Drain,Eastbank,STORM,,-90.12865563,29.93614893
55722,55722,Catch Basin Drain,Eastbank,STORM,,-90.12858307,29.93609765
55723,55723,Catch Basin Drain,Eastbank,STORM,,-90.12929107,29.93646282
55724,55724,Catch Basin Drain,Eastbank,STORM,,-90.12933558,29.93640074
55725,55725,Catch Basin Drain,Eastbank,STORM,,-90.12952618,29.93630125
55726,55726,Catch Basin Drain,Eastbank,STORM,,-90.12971335,29.93606988
55727,55727,Catch Basin Drain,Eastbank,STORM,,-90.1299325,29.93675551
55728,55728,Catch Basin Drain,Eastbank,STORM,,-90.12999927,29.93669176
55729,55729,Catch Basin Drain,Eastbank,STORM,,-90.13025793,29.93677911
55730,55730,Catch Basin Drain,Eastbank,STORM,,-90.13020213,29.93670674
55731,55731,Catch Basin Drain,Eastbank,STORM,,-90.13005992,29.93695789
55732,55732,Catch Basin Drain,Eastbank,STORM,,-90.12998511,29.93691471
55733,55733,Catch Basin Drain,Eastbank,STORM,,-90.13022523,29.9369919
55734,55734,Catch Basin Drain,Eastbank,STORM,,-90.13029337,29.93693378
55735,55735,Catch Basin Drain,Eastbank,STORM,,-90.1292381,29.93680977
55736,55736,Catch Basin Drain,Eastbank,STORM,,-90.12916972,29.93676853
55737,55737,Catch Basin Drain,Eastbank,STORM,,-90.12893405,29.9370357
55738,55738,Catch Basin Drain,Eastbank,STORM,,-90.12900507,29.93709571
55739,55739,Catch Basin Drain,Eastbank,STORM,,-90.12867807,29.93738079
55740,55740,Catch Basin Drain,Eastbank,STORM,,-90.12880572,29.93738508
55741,55741,Catch Basin Drain,Eastbank,STORM,,-90.12912199,29.93739485
55742,55742,Catch Basin Drain,Eastbank,STORM,,-90.12918135,29.93735103
55743,55743,Catch Basin Drain,Eastbank,STORM,,-90.12939989,29.93743301
55744,55744,Catch Basin Drain,Eastbank,STORM,,-90.12950802,29.93750962
55745,55745,Catch Basin Drain,Eastbank,STORM,,-90.13068948,29.93871271
55746,55746,Catch Basin Drain,Eastbank,STORM,,-90.13070253,29.93858222
55747,55747,Catch Basin Drain,Eastbank,STORM,,-90.13036919,29.93844108
55748,55748,Catch Basin Drain,Eastbank,STORM,,-90.1304453,29.93837616
55749,55749,Catch Basin Drain,Eastbank,STORM,,-90.13030842,29.93818494
55750,55750,Catch Basin Drain,Eastbank,STORM,,-90.13021177,29.93810907
55751,55751,Catch Basin Drain,Eastbank,STORM,,-90.1299343,29.93803467
55752,55752,Catch Basin Drain,Eastbank,STORM,,-90.12998722,29.93798891
55753,55753,Catch Basin Drain,Eastbank,STORM,,-90.12956108,29.93774943
55754,55754,Catch Basin Drain,Eastbank,STORM,,-90.12962987,29.93769757
55755,55755,Catch Basin Drain,Eastbank,STORM,,-90.12861142,29.93761264
55756,55756,Catch Basin Drain,Eastbank,STORM,,-90.12840726,29.93770575
55757,55757,Catch Basin Drain,Eastbank,STORM,,-90.1284402,29.93782978
55758,55758,Catch Basin Drain,Eastbank,STORM,,-90.12813089,29.93783757
55759,55759,Catch Basin Drain,Eastbank,STORM,,-90.12799302,29.93808564
55760,55760,Catch Basin Drain,Eastbank,STORM,,-90.12819367,29.9382237
55761,55761,Catch Basin Drain,Eastbank,STORM,,-90.12835101,29.93802643
55762,55762,Catch Basin Drain,Eastbank,STORM,,-90.12866144,29.93816362
55763,55763,Catch Basin Drain,Eastbank,STORM,,-90.12872126,29.93820041
55764,55764,Catch Basin Drain,Eastbank,STORM,,-90.12872331,29.93832791
55765,55765,Catch Basin Drain,Eastbank,STORM,,-90.12901359,29.93858927
55766,55766,Catch Basin Drain,Eastbank,STORM,,-90.12933017,29.9388115
55767,55767,Catch Basin Drain,Eastbank,STORM,,-90.1291286,29.93898713
55768,55768,Catch Basin Drain,Eastbank,STORM,,-90.12935268,29.93914602
55769,55769,Catch Basin Drain,Eastbank,STORM,,-90.12956883,29.93901053
55770,55770,Catch Basin Drain,Eastbank,STORM,,-90.12952317,29.93875141
55771,55771,Catch Basin Drain,Eastbank,STORM,,-90.12978897,29.93854388
55772,55772,Catch Basin Drain,Eastbank,STORM,,-90.13067082,29.93901061
55773,55773,Catch Basin Drain,Eastbank,STORM,,-90.1307439,29.93907876
55774,55774,Catch Basin Drain,Eastbank,STORM,,-90.13039118,29.93941423
55775,55775,Catch Basin Drain,Eastbank,STORM,,-90.13025201,29.93941295
55776,55776,Catch Basin Drain,Eastbank,STORM,,-90.13006425,29.93939499
55777,55777,Catch Basin Drain,Eastbank,STORM,,-90.12811274,29.93922153
55778,55778,Catch Basin Drain,Eastbank,STORM,,-90.12804258,29.93926838
55779,55779,Catch Basin Drain,Eastbank,STORM,,-90.127523,29.93773702
55780,55780,Catch Basin Drain,Eastbank,STORM,,-90.12730671,29.93758756
55781,55781,Catch Basin Drain,Eastbank,STORM,,-90.12769487,29.93752551
55782,55782,Catch Basin Drain,Eastbank,STORM,,-90.12744872,29.93735328
55783,55783,Catch Basin Drain,Eastbank,STORM,,-90.1275944,29.93734962
55784,55784,Catch Basin Drain,Eastbank,STORM,,-90.12765138,29.93738451
55785,55785,Catch Basin Drain,Eastbank,STORM,,-90.12677743,29.9372159
55786,55786,Catch Basin Drain,Eastbank,STORM,,-90.12650494,29.93702656
55787,55787,Catch Basin Drain,Eastbank,STORM,,-90.12697488,29.93702462
55788,55788,Catch Basin Drain,Eastbank,STORM,,-90.12666522,29.93682494
55789,55789,Catch Basin Drain,Eastbank,STORM,,-90.12679278,29.93683611
55790,55790,Catch Basin Drain,Eastbank,STORM,,-90.12692059,29.93688665
55791,55791,Catch Basin Drain,Eastbank,STORM,,-90.12599413,29.93667131
55792,55792,Catch Basin Drain,Eastbank,STORM,,-90.12579254,29.93655198
55793,55793,Catch Basin Drain,Eastbank,STORM,,-90.12594497,29.93634654
55794,55794,Catch Basin Drain,Eastbank,STORM,,-90.12618748,29.93652248
55795,55795,Catch Basin Drain,Eastbank,STORM,,-90.12610305,29.9363255
55796,55796,Catch Basin Drain,Eastbank,STORM,,-90.12617786,29.93636867
55797,55797,Catch Basin Drain,Eastbank,STORM,,-90.12708332,29.93648196
55798,55798,Catch Basin Drain,Eastbank,STORM,,-90.12720217,29.93656116
55799,55799,Catch Basin Drain,Eastbank,STORM,,-90.12637877,29.93595122
55800,55800,Catch Basin Drain,Eastbank,STORM,,-90.12646832,29.93602078
55801,55801,Catch Basin Drain,Eastbank,STORM,,-90.12531078,29.93622636
55802,55802,Catch Basin Drain,Eastbank,STORM,,-90.12547871,29.93604419
55803,55803,Catch Basin Drain,Eastbank,STORM,,-90.12516639,29.93582698
55804,55804,Catch Basin Drain,Eastbank,STORM,,-90.12545163,29.93579211
55805,55805,Catch Basin Drain,Eastbank,STORM,,-90.12554143,29.93584168
55806,55806,Catch Basin Drain,Eastbank,STORM,,-90.12592334,29.93534715
55807,55807,Catch Basin Drain,Eastbank,STORM,,-90.12584502,29.93529769
55808,55808,Catch Basin Drain,Eastbank,STORM,,-90.12674501,29.93550591
55809,55809,Catch Basin Drain,Eastbank,STORM,,-90.12682699,29.93554915
55810,55810,Catch Basin Drain,Eastbank,STORM,,-90.12765313,29.93599227
55811,55811,Catch Basin Drain,Eastbank,STORM,,-90.12778174,29.93561977
55812,55812,Catch Basin Drain,Eastbank,STORM,,-90.12774909,29.93553136
55813,55813,Catch Basin Drain,Eastbank,STORM,,-90.12780514,29.93546439
55814,55814,Catch Basin Drain,Eastbank,STORM,,-90.12720333,29.93521829
55815,55815,Catch Basin Drain,Eastbank,STORM,,-90.12725733,29.93514317
55816,55816,Catch Basin Drain,Eastbank,STORM,,-90.12696831,29.93507553
55817,55817,Catch Basin Drain,Eastbank,STORM,,-90.12702586,29.93500357
55818,55818,Catch Basin Drain,Eastbank,STORM,,-90.12671587,29.93483076
55819,55819,Catch Basin Drain,Eastbank,STORM,,-90.12722503,29.9350254
55820,55820,Catch Basin Drain,Eastbank,STORM,,-90.12715736,29.93498541
55821,55821,Catch Basin Drain,Eastbank,STORM,,-90.12632863,29.93481721
55822,55822,Catch Basin Drain,Eastbank,STORM,,-90.12625032,29.93476713
55823,55823,Catch Basin Drain,Eastbank,STORM,,-90.12645679,29.93477902
55824,55824,Catch Basin Drain,Eastbank,STORM,,-90.12650999,29.93471077
55825,55825,Catch Basin Drain,Eastbank,STORM,,-90.12639903,29.93457228
55826,55826,Catch Basin Drain,Eastbank,STORM,,-90.12649257,29.93460875
55827,55827,Catch Basin Drain,Eastbank,STORM,,-90.12733301,29.93475768
55828,55828,Catch Basin Drain,Eastbank,STORM,,-90.12779208,29.93446695
55829,55829,Catch Basin Drain,Eastbank,STORM,,-90.12783037,29.93438544
55830,55830,Catch Basin Drain,Eastbank,STORM,,-90.12755706,29.93432419
55831,55831,Catch Basin Drain,Eastbank,STORM,,-90.12760241,29.93425212
55832,55832,Catch Basin Drain,Eastbank,STORM,,-90.12774599,29.93424406
55833,55833,Catch Basin Drain,Eastbank,STORM,,-90.12779796,29.93427703
55834,55834,Catch Basin Drain,Eastbank,STORM,,-90.1268266,29.93403879
55835,55835,Catch Basin Drain,Eastbank,STORM,,-90.12688614,29.93409808
55836,55836,Catch Basin Drain,Eastbank,STORM,,-90.1270298,29.93402441
55837,55837,Catch Basin Drain,Eastbank,STORM,,-90.12710236,29.93395634
55838,55838,Catch Basin Drain,Eastbank,STORM,,-90.1270698,29.93386106
55839,55839,Catch Basin Drain,Eastbank,STORM,,-90.1269987,29.93380791
55840,55840,Catch Basin Drain,Eastbank,STORM,,-90.12723933,29.9334858
55841,55841,Catch Basin Drain,Eastbank,STORM,,-90.12733706,29.93353232
55842,55842,Catch Basin Drain,Eastbank,STORM,,-90.12766002,29.93322408
55843,55843,Catch Basin Drain,Eastbank,STORM,,-90.12771394,29.93315584
55844,55844,Catch Basin Drain,Eastbank,STORM,,-90.12768842,29.93307062
55845,55845,Catch Basin Drain,Eastbank,STORM,,-90.12761015,29.93301741
55846,55846,Catch Basin Drain,Eastbank,STORM,,-90.12860586,29.93313964
55847,55847,Catch Basin Drain,Eastbank,STORM,,-90.12865551,29.93318696
55848,55848,Catch Basin Drain,Eastbank,STORM,,-90.12503459,29.93604698
55849,55849,Catch Basin Drain,Eastbank,STORM,,-90.12474785,29.93585063
55850,55850,Catch Basin Drain,Eastbank,STORM,,-90.12426138,29.93520378
55851,55851,Catch Basin Drain,Eastbank,STORM,,-90.12357665,29.93469695
55852,55852,Catch Basin Drain,Eastbank,STORM,,-90.12297636,29.93426775
55853,55853,Catch Basin Drain,Eastbank,STORM,,-90.12235031,29.93412889
55854,55854,Catch Basin Drain,Eastbank,STORM,,-90.12218971,29.93400243
55855,55855,Catch Basin Drain,Eastbank,STORM,,-90.12201129,29.93386707
55856,55856,Catch Basin Drain,Eastbank,STORM,,-90.12200403,29.93351956
55857,55857,Catch Basin Drain,Eastbank,STORM,,-90.12128809,29.93333925
55858,55858,Catch Basin Drain,Eastbank,STORM,,-90.12062791,29.93288137
55859,55859,Catch Basin Drain,Eastbank,STORM,,-90.12038868,29.93273169
55860,55860,Catch Basin Drain,Eastbank,STORM,,-90.12082943,29.93270951
55861,55861,Catch Basin Drain,Eastbank,STORM,,-90.12057183,29.93253654
55862,55862,Catch Basin Drain,Eastbank,STORM,,-90.12067756,29.93251439
55863,55863,Catch Basin Drain,Eastbank,STORM,,-90.12079317,29.93256482
55864,55864,Catch Basin Drain,Eastbank,STORM,,-90.12434137,29.92315166
55865,55865,Catch Basin Drain,Eastbank,STORM,,-90.12413882,29.92305482
55866,55866,Catch Basin Drain,Eastbank,STORM,,-90.12389507,29.9236356
55867,55867,Catch Basin Drain,Eastbank,STORM,,-90.12409024,29.92368988
55868,55868,Catch Basin Drain,Eastbank,STORM,,-90.12409034,29.92397796
55869,55869,Catch Basin Drain,Eastbank,STORM,,-90.12415545,29.92387358
55870,55870,Catch Basin Drain,Eastbank,STORM,,-90.1237337,29.92392906
55871,55871,Catch Basin Drain,Eastbank,STORM,,-90.12393944,29.92399969
55872,55872,Catch Basin Drain,Eastbank,STORM,,-90.12348683,29.92447045
55873,55873,Catch Basin Drain,Eastbank,STORM,,-90.12368464,29.92454413
55874,55874,Catch Basin Drain,Eastbank,STORM,,-90.12336268,29.9247705
55875,55875,Catch Basin Drain,Eastbank,STORM,,-90.12355332,29.92484412
55876,55876,Catch Basin Drain,Eastbank,STORM,,-90.12300107,29.9229425
55877,55877,Catch Basin Drain,Eastbank,STORM,,-90.12312814,29.92299303
55878,55878,Catch Basin Drain,Eastbank,STORM,,-90.12286161,29.92326241
55879,55879,Catch Basin Drain,Eastbank,STORM,,-90.12297028,29.92329278
55880,55880,Catch Basin Drain,Eastbank,STORM,,-90.12305547,29.92342479
55881,55881,Catch Basin Drain,Eastbank,STORM,,-90.12302448,29.92349637
55882,55882,Catch Basin Drain,Eastbank,STORM,,-90.12268728,29.92338203
55883,55883,Catch Basin Drain,Eastbank,STORM,,-90.12273694,29.92331
55884,55884,Catch Basin Drain,Eastbank,STORM,,-90.12260271,29.9238493
55885,55885,Catch Basin Drain,Eastbank,STORM,,-90.12271117,29.92389654
55886,55886,Catch Basin Drain,Eastbank,STORM,,-90.12249386,29.92413012
55887,55887,Catch Basin Drain,Eastbank,STORM,,-90.12259897,29.92415733
55888,55888,Catch Basin Drain,Eastbank,STORM,,-90.12262731,29.92430507
55889,55889,Catch Basin Drain,Eastbank,STORM,,-90.12259619,29.92438664
55890,55890,Catch Basin Drain,Eastbank,STORM,,-90.1230658,29.92535392
55891,55891,Catch Basin Drain,Eastbank,STORM,,-90.12326791,29.92542826
55892,55892,Catch Basin Drain,Eastbank,STORM,,-90.12285707,29.92552946
55893,55893,Catch Basin Drain,Eastbank,STORM,,-90.12291075,29.92542185
55894,55894,Catch Basin Drain,Eastbank,STORM,,-90.12291518,29.92570684
55895,55895,Catch Basin Drain,Eastbank,STORM,,-90.12310223,29.92578043
55896,55896,Catch Basin Drain,Eastbank,STORM,,-90.12249218,29.92645594
55897,55897,Catch Basin Drain,Eastbank,STORM,,-90.12258838,29.92656868
55898,55898,Catch Basin Drain,Eastbank,STORM,,-90.12265943,29.92662495
55899,55899,Catch Basin Drain,Eastbank,STORM,,-90.12263647,29.92632979
55900,55900,Catch Basin Drain,Eastbank,STORM,,-90.12284289,29.92640355
55901,55901,Catch Basin Drain,Eastbank,STORM,,-90.12281763,29.92659329
55902,55902,Catch Basin Drain,Eastbank,STORM,,-90.12302089,29.92657266
55903,55903,Catch Basin Drain,Eastbank,STORM,,-90.12338448,29.92670036
55904,55904,Catch Basin Drain,Eastbank,STORM,,-90.12363218,29.926742
55905,55905,Catch Basin Drain,Eastbank,STORM,,-90.12374069,29.92678549
55906,55906,Catch Basin Drain,Eastbank,STORM,,-90.12377194,29.92698887
55907,55907,Catch Basin Drain,Eastbank,STORM,,-90.12345378,29.9268416
55908,55908,Catch Basin Drain,Eastbank,STORM,,-90.12350874,29.92698333
55909,55909,Catch Basin Drain,Eastbank,STORM,,-90.12358617,29.92710527
55910,55910,Catch Basin Drain,Eastbank,STORM,,-90.12390037,29.92692756
55911,55911,Catch Basin Drain,Eastbank,STORM,,-90.1241011,29.92711625
55912,55912,Catch Basin Drain,Eastbank,STORM,,-90.12430855,29.92710503
55913,55913,Catch Basin Drain,Eastbank,STORM,,-90.12456697,29.9271499
55914,55914,Catch Basin Drain,Eastbank,STORM,,-90.12247742,29.92737689
55915,55915,Catch Basin Drain,Eastbank,STORM,,-90.12308342,29.92762805
55916,55916,Catch Basin Drain,Eastbank,STORM,,-90.1230486,29.92771896
55917,55917,Catch Basin Drain,Eastbank,STORM,,-90.12321978,29.92756369
55918,55918,Catch Basin Drain,Eastbank,STORM,,-90.12331669,29.92761707
55919,55919,Catch Basin Drain,Eastbank,STORM,,-90.12339046,29.92774523
55920,55920,Catch Basin Drain,Eastbank,STORM,,-90.12333268,29.92783655
55921,55921,Catch Basin Drain,Eastbank,STORM,,-90.12404719,29.92819056
55922,55922,Catch Basin Drain,Eastbank,STORM,,-90.12418466,29.92797562
55923,55923,Catch Basin Drain,Eastbank,STORM,,-90.12392808,29.92807449
55924,55924,Catch Basin Drain,Eastbank,STORM,,-90.12398514,29.92798315
55925,55925,Catch Basin Drain,Eastbank,STORM,,-90.12263339,29.92847563
55926,55926,Catch Basin Drain,Eastbank,STORM,,-90.12263296,29.92851125
55927,55927,Catch Basin Drain,Eastbank,STORM,,-90.12287206,29.92861218
55928,55928,Catch Basin Drain,Eastbank,STORM,,-90.12295566,29.92857983
55929,55929,Catch Basin Drain,Eastbank,STORM,,-90.12258237,29.92895632
55930,55930,Catch Basin Drain,Eastbank,STORM,,-90.12254885,29.92893977
55931,55931,Catch Basin Drain,Eastbank,STORM,,-90.12249782,29.92942109
55932,55932,Catch Basin Drain,Eastbank,STORM,,-90.12247013,29.92951582
55933,55933,Catch Basin Drain,Eastbank,STORM,,-90.12256238,29.93060397
55934,55934,Catch Basin Drain,Eastbank,STORM,,-90.12260087,29.93050622
55935,55935,Catch Basin Drain,Eastbank,STORM,,-90.12119572,29.92233785
55936,55936,Catch Basin Drain,Eastbank,STORM,,-90.12134945,29.92237864
55937,55937,Catch Basin Drain,Eastbank,STORM,,-90.12104483,29.92271327
55938,55938,Catch Basin Drain,Eastbank,STORM,,-90.12121701,29.92277047
55939,55939,Catch Basin Drain,Eastbank,STORM,,-90.12130886,29.92294504
55940,55940,Catch Basin Drain,Eastbank,STORM,,-90.12132113,29.92287954
55941,55941,Catch Basin Drain,Eastbank,STORM,,-90.1209009,29.92281005
55942,55942,Catch Basin Drain,Eastbank,STORM,,-90.12091991,29.92278086
55943,55943,Catch Basin Drain,Eastbank,STORM,,-90.1208082,29.92323725
55944,55944,Catch Basin Drain,Eastbank,STORM,,-90.12099244,29.92330581
55945,55945,Catch Basin Drain,Eastbank,STORM,,-90.12054018,29.92368782
55946,55946,Catch Basin Drain,Eastbank,STORM,,-90.12053731,29.92362905
55947,55947,Catch Basin Drain,Eastbank,STORM,,-90.12064701,29.92357445
55948,55948,Catch Basin Drain,Eastbank,STORM,,-90.12083445,29.92361555
55949,55949,Catch Basin Drain,Eastbank,STORM,,-90.11977925,29.92349771
55950,55950,Catch Basin Drain,Eastbank,STORM,,-90.11981738,29.92342932
