PUC_Maximo_Asset_ID,DPW_Node_ID,Drain_Type,SYSTEM,System_Use_Code,System_Use,lng,lat
52712,52712,Catch Basin Drain,Eastbank,STORM,,-90.12953169,29.94024559
52713,52713,Catch Basin Drain,Eastbank,STORM,,-90.12944006,29.94016976
52714,52714,Catch Basin Drain,Eastbank,STORM,,-90.12918813,29.94023745
52715,52715,Catch Basin Drain,Eastbank,STORM,,-90.12927585,29.94016264
52716,52716,Catch Basin Drain,Eastbank,STORM,,-90.12866243,29.93980584
52717,52717,Catch Basin Drain,Eastbank,STORM,,-90.12874936,29.93973664
52718,52718,Catch Basin Drain,Eastbank,STORM,,-90.12852126,29.93985141
52719,52719,Catch Basin Drain,Eastbank,STORM,,-90.12845039,29.93977827
52720,52720,Catch Basin Drain,Eastbank,STORM,,-90.12875703,29.93963548
52721,52721,Catch Basin Drain,Eastbank,STORM,,-90.12867679,29.93956663
52722,52722,Catch Basin Drain,Eastbank,STORM,,-90.12847724,29.93951544
52723,52723,Catch Basin Drain,Eastbank,STORM,,-90.12841089,29.93960357
52724,52724,Catch Basin Drain,Eastbank,STORM,,-90.12873043,29.94082877
52725,52725,Catch Basin Drain,Eastbank,STORM,,-90.12880164,29.94087379
52726,52726,Catch Basin Drain,Eastbank,STORM,,-90.12827588,29.94062465
52727,52727,Catch Basin Drain,Eastbank,STORM,,-90.12820682,29.94063964
52728,52728,Catch Basin Drain,Eastbank,STORM,,-90.12803654,29.94042187
52729,52729,Catch Basin Drain,Eastbank,STORM,,-90.12804697,29.94027136
52730,52730,Catch Basin Drain,Eastbank,STORM,,-90.12797939,29.94022388
52731,52731,Catch Basin Drain,Eastbank,STORM,,-90.12736425,29.93995016
52732,52732,Catch Basin Drain,Eastbank,STORM,,-90.12710795,29.93966724
52733,52733,Catch Basin Drain,Eastbank,STORM,,-90.12708297,29.93971638
52734,52734,Catch Basin Drain,Eastbank,STORM,,-90.12711539,29.93952671
52735,52735,Catch Basin Drain,Eastbank,STORM,,-90.12702648,29.9394634
52736,52736,Catch Basin Drain,Eastbank,STORM,,-90.1266534,29.93993865
52737,52737,Catch Basin Drain,Eastbank,STORM,,-90.12674241,29.93999383
52738,52738,Catch Basin Drain,Eastbank,STORM,,-90.12643797,29.94025099
52739,52739,Catch Basin Drain,Eastbank,STORM,,-90.12651765,29.94030671
52740,52740,Catch Basin Drain,Eastbank,STORM,,-90.12604314,29.94074478
52741,52741,Catch Basin Drain,Eastbank,STORM,,-90.12613521,29.94078436
52742,52742,Catch Basin Drain,Eastbank,STORM,,-90.12567205,29.94010648
52743,52743,Catch Basin Drain,Eastbank,STORM,,-90.12574476,29.94002654
52744,52744,Catch Basin Drain,Eastbank,STORM,,-90.12562143,29.93984294
52745,52745,Catch Basin Drain,Eastbank,STORM,,-90.12571043,29.93989875
52746,52746,Catch Basin Drain,Eastbank,STORM,,-90.12588794,29.93951795
52747,52747,Catch Basin Drain,Eastbank,STORM,,-90.12596835,29.93957305
52748,52748,Catch Basin Drain,Eastbank,STORM,,-90.12529615,29.94027988
52749,52749,Catch Basin Drain,Eastbank,STORM,,-90.12538536,29.94031944
52750,52750,Catch Basin Drain,Eastbank,STORM,,-90.12516477,29.93981313
52751,52751,Catch Basin Drain,Eastbank,STORM,,-90.12523184,29.93972501
52752,52752,Catch Basin Drain,Eastbank,STORM,,-90.1253297,29.94100568
52753,52753,Catch Basin Drain,Eastbank,STORM,,-90.12534143,29.94098517
52754,52754,Catch Basin Drain,Eastbank,STORM,,-90.12508952,29.9408735
52755,52755,Catch Basin Drain,Eastbank,STORM,,-90.12511054,29.94085557
52756,52756,Catch Basin Drain,Eastbank,STORM,,-90.12498446,29.94066194
52757,52757,Catch Basin Drain,Eastbank,STORM,,-90.12506169,29.94068327
52758,52758,Catch Basin Drain,Eastbank,STORM,,-90.12463249,29.9405781
52759,52759,Catch Basin Drain,Eastbank,STORM,,-90.12460588,29.94058286
52760,52760,Catch Basin Drain,Eastbank,STORM,,-90.12355023,29.94096058
52761,52761,Catch Basin Drain,Eastbank,STORM,,-90.12379309,29.94063537
52762,52762,Catch Basin Drain,Eastbank,STORM,,-90.12394123,29.94072547
52763,52763,Catch Basin Drain,Eastbank,STORM,,-90.12427663,29.94040049
52764,52764,Catch Basin Drain,Eastbank,STORM,,-90.12431836,29.94039025
52765,52765,Catch Basin Drain,Eastbank,STORM,,-90.12396181,29.94027012
52766,52766,Catch Basin Drain,Eastbank,STORM,,-90.12346009,29.93999243
52767,52767,Catch Basin Drain,Eastbank,STORM,,-90.12415383,29.94017315
52768,52768,Catch Basin Drain,Eastbank,STORM,,-90.12404893,29.94018531
52769,52769,Catch Basin Drain,Eastbank,STORM,,-90.12430191,29.94026824
52770,52770,Catch Basin Drain,Eastbank,STORM,,-90.1248799,29.93963867
52771,52771,Catch Basin Drain,Eastbank,STORM,,-90.12495561,29.93954813
52772,52772,Catch Basin Drain,Eastbank,STORM,,-90.12440884,29.93985055
52773,52773,Catch Basin Drain,Eastbank,STORM,,-90.12455696,29.93994252
52774,52774,Catch Basin Drain,Eastbank,STORM,,-90.12456856,29.93945896
52775,52775,Catch Basin Drain,Eastbank,STORM,,-90.12463831,29.93938649
52776,52776,Catch Basin Drain,Eastbank,STORM,,-90.12425721,29.93927926
52777,52777,Catch Basin Drain,Eastbank,STORM,,-90.12433282,29.93919684
52778,52778,Catch Basin Drain,Eastbank,STORM,,-90.12477903,29.93937779
52779,52779,Catch Basin Drain,Eastbank,STORM,,-90.12492431,29.93946723
52780,52780,Catch Basin Drain,Eastbank,STORM,,-90.12348364,29.93976643
52781,52781,Catch Basin Drain,Eastbank,STORM,,-90.12343021,29.9397347
52782,52782,Catch Basin Drain,Eastbank,STORM,,-90.12362226,29.93945776
52783,52783,Catch Basin Drain,Eastbank,STORM,,-90.12369648,29.93948969
52784,52784,Catch Basin Drain,Eastbank,STORM,,-90.12313115,29.94025748
52785,52785,Catch Basin Drain,Eastbank,STORM,,-90.12307174,29.94024631
52786,52786,Catch Basin Drain,Eastbank,STORM,,-90.12354522,29.93989448
52787,52787,Catch Basin Drain,Eastbank,STORM,,-90.12305702,29.93974439
52788,52788,Catch Basin Drain,Eastbank,STORM,,-90.12312393,29.93966939
52789,52789,Catch Basin Drain,Eastbank,STORM,,-90.12330721,29.94153637
52790,52790,Catch Basin Drain,Eastbank,STORM,,-90.12286191,29.94080615
52791,52791,Catch Basin Drain,Eastbank,STORM,,-90.12292602,29.94072613
52792,52792,Catch Basin Drain,Eastbank,STORM,,-90.12260405,29.94065318
52793,52793,Catch Basin Drain,Eastbank,STORM,,-90.1226496,29.94056487
52794,52794,Catch Basin Drain,Eastbank,STORM,,-90.1228232,29.94056646
52795,52795,Catch Basin Drain,Eastbank,STORM,,-90.12287688,29.94057758
52796,52796,Catch Basin Drain,Eastbank,STORM,,-90.12298513,29.93952002
52797,52797,Catch Basin Drain,Eastbank,STORM,,-90.12309201,29.93958037
52798,52798,Catch Basin Drain,Eastbank,STORM,,-90.12301592,29.93946531
52799,52799,Catch Basin Drain,Eastbank,STORM,,-90.12313128,29.93953698
52800,52800,Catch Basin Drain,Eastbank,STORM,,-90.12282558,29.93960166
52801,52801,Catch Basin Drain,Eastbank,STORM,,-90.12288036,29.93952155
52802,52802,Catch Basin Drain,Eastbank,STORM,,-90.12265241,29.93938698
52803,52803,Catch Basin Drain,Eastbank,STORM,,-90.12251417,29.93942695
52804,52804,Catch Basin Drain,Eastbank,STORM,,-90.1204134,29.94090983
52805,52805,Catch Basin Drain,Eastbank,STORM,,-90.1202868,29.94093678
52806,52806,Catch Basin Drain,Eastbank,STORM,,-90.12031324,29.94088641
52807,52807,Catch Basin Drain,Eastbank,STORM,,-90.11969419,29.94087758
52808,52808,Catch Basin Drain,Eastbank,STORM,,-90.11978338,29.9407403
52809,52809,Catch Basin Drain,Eastbank,STORM,,-90.11992493,29.94054664
52810,52810,Catch Basin Drain,Eastbank,STORM,,-90.11999496,29.94045168
52811,52811,Catch Basin Drain,Eastbank,STORM,,-90.12039124,29.94007665
52812,52812,Catch Basin Drain,Eastbank,STORM,,-90.12035465,29.94013568
52813,52813,Catch Basin Drain,Eastbank,STORM,,-90.1204329,29.93983708
52814,52814,Catch Basin Drain,Eastbank,STORM,,-90.12049066,29.93986635
52815,52815,Catch Basin Drain,Eastbank,STORM,,-90.12042685,29.93980328
52816,52816,Catch Basin Drain,Eastbank,STORM,,-90.120473,29.93972497
52817,52817,Catch Basin Drain,Eastbank,STORM,,-90.12030793,29.9399659
52818,52818,Catch Basin Drain,Eastbank,STORM,,-90.12026017,29.93994046
52819,52819,Catch Basin Drain,Eastbank,STORM,,-90.12022452,29.93992264
52820,52820,Catch Basin Drain,Eastbank,STORM,,-90.1198593,29.94063352
52821,52821,Catch Basin Drain,Eastbank,STORM,,-90.11980119,29.94063298
52822,52822,Catch Basin Drain,Eastbank,STORM,,-90.11978421,29.94067219
52823,52823,Catch Basin Drain,Eastbank,STORM,,-90.1209045,29.94023135
52824,52824,Catch Basin Drain,Eastbank,STORM,,-90.1213971,29.94007779
52825,52825,Catch Basin Drain,Eastbank,STORM,,-90.12119792,29.93981913
52826,52826,Catch Basin Drain,Eastbank,STORM,,-90.12176175,29.93958999
52827,52827,Catch Basin Drain,Eastbank,STORM,,-90.12214865,29.93921862
52828,52828,Catch Basin Drain,Eastbank,STORM,,-90.12220549,29.93914666
52829,52829,Catch Basin Drain,Eastbank,STORM,,-90.12165908,29.93918224
52830,52830,Catch Basin Drain,Eastbank,STORM,,-90.12057311,29.93951655
52831,52831,Catch Basin Drain,Eastbank,STORM,,-90.12072502,29.93929549
52832,52832,Catch Basin Drain,Eastbank,STORM,,-90.12082694,29.93917458
52833,52833,Catch Basin Drain,Eastbank,STORM,,-90.1209659,29.93919273
52834,52834,Catch Basin Drain,Eastbank,STORM,,-90.12223728,29.93895074
52835,52835,Catch Basin Drain,Eastbank,STORM,,-90.1219265,29.93878415
52836,52836,Catch Basin Drain,Eastbank,STORM,,-90.12170868,29.93887838
52837,52837,Catch Basin Drain,Eastbank,STORM,,-90.12134052,29.93877001
52838,52838,Catch Basin Drain,Eastbank,STORM,,-90.12140952,29.93870066
52839,52839,Catch Basin Drain,Eastbank,STORM,,-90.11698904,29.94084572
52840,52840,Catch Basin Drain,Eastbank,STORM,,-90.11703824,29.94075306
52841,52841,Catch Basin Drain,Eastbank,STORM,,-90.11659569,29.94068398
52842,52842,Catch Basin Drain,Eastbank,STORM,,-90.11663834,29.94059939
52843,52843,Catch Basin Drain,Eastbank,STORM,,-90.11616948,29.9405107
52844,52844,Catch Basin Drain,Eastbank,STORM,,-90.11619621,29.94043721
52845,52845,Catch Basin Drain,Eastbank,STORM,,-90.11576671,29.94035762
52846,52846,Catch Basin Drain,Eastbank,STORM,,-90.11579357,29.94027289
52847,52847,Catch Basin Drain,Eastbank,STORM,,-90.11537476,29.94061082
52848,52848,Catch Basin Drain,Eastbank,STORM,,-90.11548114,29.94065367
52849,52849,Catch Basin Drain,Eastbank,STORM,,-90.11542761,29.94021888
52850,52850,Catch Basin Drain,Eastbank,STORM,,-90.11546827,29.94012053
52851,52851,Catch Basin Drain,Eastbank,STORM,,-90.11562378,29.94007635
52852,52852,Catch Basin Drain,Eastbank,STORM,,-90.1157339,29.94010611
52853,52853,Catch Basin Drain,Eastbank,STORM,,-90.11502771,29.94006521
52854,52854,Catch Basin Drain,Eastbank,STORM,,-90.11508402,29.93997824
52855,52855,Catch Basin Drain,Eastbank,STORM,,-90.11467146,29.94086114
52856,52856,Catch Basin Drain,Eastbank,STORM,,-90.11430598,29.94082651
52857,52857,Catch Basin Drain,Eastbank,STORM,,-90.11432259,29.94075917
52858,52858,Catch Basin Drain,Eastbank,STORM,,-90.11416339,29.94051774
52859,52859,Catch Basin Drain,Eastbank,STORM,,-90.11428289,29.94054384
52860,52860,Catch Basin Drain,Eastbank,STORM,,-90.11437758,29.93995795
52861,52861,Catch Basin Drain,Eastbank,STORM,,-90.11449164,29.93995901
52862,52862,Catch Basin Drain,Eastbank,STORM,,-90.11466658,29.93990939
52863,52863,Catch Basin Drain,Eastbank,STORM,,-90.11471373,29.93980859
52864,52864,Catch Basin Drain,Eastbank,STORM,,-90.11580315,29.93972245
52865,52865,Catch Basin Drain,Eastbank,STORM,,-90.115903,29.93977149
52866,52866,Catch Basin Drain,Eastbank,STORM,,-90.11667991,29.94013174
52867,52867,Catch Basin Drain,Eastbank,STORM,,-90.11675704,29.94016057
52868,52868,Catch Basin Drain,Eastbank,STORM,,-90.11683971,29.93979453
52869,52869,Catch Basin Drain,Eastbank,STORM,,-90.11692665,29.93984282
52870,52870,Catch Basin Drain,Eastbank,STORM,,-90.1170211,29.93980433
52871,52871,Catch Basin Drain,Eastbank,STORM,,-90.11706712,29.93973726
52872,52872,Catch Basin Drain,Eastbank,STORM,,-90.11676262,29.9397032
52873,52873,Catch Basin Drain,Eastbank,STORM,,-90.11680597,29.93961924
52874,52874,Catch Basin Drain,Eastbank,STORM,,-90.11618587,29.93946104
52875,52875,Catch Basin Drain,Eastbank,STORM,,-90.11622913,29.9393852
52876,52876,Catch Basin Drain,Eastbank,STORM,,-90.11584395,29.93931915
52877,52877,Catch Basin Drain,Eastbank,STORM,,-90.115887,29.93926018
52878,52878,Catch Basin Drain,Eastbank,STORM,,-90.11603966,29.9392141
52879,52879,Catch Basin Drain,Eastbank,STORM,,-90.11614603,29.93925695
52880,52880,Catch Basin Drain,Eastbank,STORM,,-90.11695232,29.93956123
52881,52881,Catch Basin Drain,Eastbank,STORM,,-90.11703926,29.93960953
52882,52882,Catch Basin Drain,Eastbank,STORM,,-90.1163149,29.93894107
52883,52883,Catch Basin Drain,Eastbank,STORM,,-90.11620562,29.93890069
52884,52884,Catch Basin Drain,Eastbank,STORM,,-90.11716789,29.9391808
52885,52885,Catch Basin Drain,Eastbank,STORM,,-90.11725154,29.93920406
52886,52886,Catch Basin Drain,Eastbank,STORM,,-90.11749765,29.93896638
52887,52887,Catch Basin Drain,Eastbank,STORM,,-90.11754385,29.93888495
52888,52888,Catch Basin Drain,Eastbank,STORM,,-90.11720413,29.93885619
52889,52889,Catch Basin Drain,Eastbank,STORM,,-90.11725042,29.93876663
52890,52890,Catch Basin Drain,Eastbank,STORM,,-90.11660102,29.93859941
52891,52891,Catch Basin Drain,Eastbank,STORM,,-90.11665435,29.93852116
52892,52892,Catch Basin Drain,Eastbank,STORM,,-90.11629961,29.93837103
52893,52893,Catch Basin Drain,Eastbank,STORM,,-90.11625332,29.93846059
52894,52894,Catch Basin Drain,Eastbank,STORM,,-90.11659712,29.93838941
52895,52895,Catch Basin Drain,Eastbank,STORM,,-90.11645215,29.93833433
52896,52896,Catch Basin Drain,Eastbank,STORM,,-90.11662504,29.93798286
52897,52897,Catch Basin Drain,Eastbank,STORM,,-90.11675081,29.9380234
52898,52898,Catch Basin Drain,Eastbank,STORM,,-90.11742012,29.93867634
52899,52899,Catch Basin Drain,Eastbank,STORM,,-90.11750435,29.93871086
52900,52900,Catch Basin Drain,Eastbank,STORM,,-90.11758606,29.93836418
52901,52901,Catch Basin Drain,Eastbank,STORM,,-90.11766305,29.93840489
52902,52902,Catch Basin Drain,Eastbank,STORM,,-90.11846903,29.93826236
52903,52903,Catch Basin Drain,Eastbank,STORM,,-90.11795924,29.93806019
52904,52904,Catch Basin Drain,Eastbank,STORM,,-90.11799566,29.93801553
52905,52905,Catch Basin Drain,Eastbank,STORM,,-90.11767196,29.93796755
52906,52906,Catch Basin Drain,Eastbank,STORM,,-90.11772437,29.93790554
52907,52907,Catch Basin Drain,Eastbank,STORM,,-90.11701072,29.93771273
52908,52908,Catch Basin Drain,Eastbank,STORM,,-90.11705025,29.93764811
52909,52909,Catch Basin Drain,Eastbank,STORM,,-90.11670753,29.93757183
52910,52910,Catch Basin Drain,Eastbank,STORM,,-90.11675037,29.93752973
52911,52911,Catch Basin Drain,Eastbank,STORM,,-90.11619891,29.93733279
52912,52912,Catch Basin Drain,Eastbank,STORM,,-90.11628291,29.93732794
52913,52913,Catch Basin Drain,Eastbank,STORM,,-90.11241292,29.94085957
52914,52914,Catch Basin Drain,Eastbank,STORM,,-90.1126439,29.94021808
52915,52915,Catch Basin Drain,Eastbank,STORM,,-90.11275682,29.94025349
52916,52916,Catch Basin Drain,Eastbank,STORM,,-90.11254892,29.94006472
52917,52917,Catch Basin Drain,Eastbank,STORM,,-90.11258582,29.93998071
52918,52918,Catch Basin Drain,Eastbank,STORM,,-90.11288107,29.9399497
52919,52919,Catch Basin Drain,Eastbank,STORM,,-90.11276491,29.93988614
52920,52920,Catch Basin Drain,Eastbank,STORM,,-90.11298516,29.93965135
52921,52921,Catch Basin Drain,Eastbank,STORM,,-90.11289533,29.93954616
52922,52922,Catch Basin Drain,Eastbank,STORM,,-90.11438586,29.93957372
52923,52923,Catch Basin Drain,Eastbank,STORM,,-90.11438682,29.939495
52924,52924,Catch Basin Drain,Eastbank,STORM,,-90.11468207,29.93946399
52925,52925,Catch Basin Drain,Eastbank,STORM,,-90.11454294,29.93945957
52926,52926,Catch Basin Drain,Eastbank,STORM,,-90.113766,29.93939613
52927,52927,Catch Basin Drain,Eastbank,STORM,,-90.11378914,29.93932261
52928,52928,Catch Basin Drain,Eastbank,STORM,,-90.11324914,29.93924449
52929,52929,Catch Basin Drain,Eastbank,STORM,,-90.11326643,29.93917966
52930,52930,Catch Basin Drain,Eastbank,STORM,,-90.113107,29.93895822
52931,52931,Catch Basin Drain,Eastbank,STORM,,-90.11319421,29.93898403
52932,52932,Catch Basin Drain,Eastbank,STORM,,-90.11331784,29.93837841
52933,52933,Catch Basin Drain,Eastbank,STORM,,-90.11340853,29.93841299
52934,52934,Catch Basin Drain,Eastbank,STORM,,-90.11320946,29.93826492
52935,52935,Catch Basin Drain,Eastbank,STORM,,-90.11322952,29.93820825
52936,52936,Catch Basin Drain,Eastbank,STORM,,-90.11357123,29.93836701
52937,52937,Catch Basin Drain,Eastbank,STORM,,-90.11359143,29.93829909
52938,52938,Catch Basin Drain,Eastbank,STORM,,-90.11383224,29.93843692
52939,52939,Catch Basin Drain,Eastbank,STORM,,-90.11385322,29.938364
52940,52940,Catch Basin Drain,Eastbank,STORM,,-90.11339223,29.93816164
52941,52941,Catch Basin Drain,Eastbank,STORM,,-90.11349877,29.93819137
52942,52942,Catch Basin Drain,Eastbank,STORM,,-90.1145366,29.93862716
52943,52943,Catch Basin Drain,Eastbank,STORM,,-90.11455683,29.93855674
52944,52944,Catch Basin Drain,Eastbank,STORM,,-90.11469472,29.93866237
52945,52945,Catch Basin Drain,Eastbank,STORM,,-90.11470532,29.93861748
52946,52946,Catch Basin Drain,Eastbank,STORM,,-90.1148806,29.93859911
52947,52947,Catch Basin Drain,Eastbank,STORM,,-90.11499069,29.93863137
52948,52948,Catch Basin Drain,Eastbank,STORM,,-90.11469946,29.93909734
52949,52949,Catch Basin Drain,Eastbank,STORM,,-90.11481239,29.93913213
52950,52950,Catch Basin Drain,Eastbank,STORM,,-90.11503764,29.93819438
52951,52951,Catch Basin Drain,Eastbank,STORM,,-90.11514429,29.93821474
52952,52952,Catch Basin Drain,Eastbank,STORM,,-90.1152158,29.93770487
52953,52953,Catch Basin Drain,Eastbank,STORM,,-90.11533163,29.93773656
52954,52954,Catch Basin Drain,Eastbank,STORM,,-90.11536607,29.93732508
52955,52955,Catch Basin Drain,Eastbank,STORM,,-90.11547247,29.93736543
52956,52956,Catch Basin Drain,Eastbank,STORM,,-90.11571665,29.93699214
52957,52957,Catch Basin Drain,Eastbank,STORM,,-90.11575331,29.93692749
52958,52958,Catch Basin Drain,Eastbank,STORM,,-90.11566672,29.93685045
52959,52959,Catch Basin Drain,Eastbank,STORM,,-90.11552165,29.93680411
52960,52960,Catch Basin Drain,Eastbank,STORM,,-90.11542105,29.93681755
52961,52961,Catch Basin Drain,Eastbank,STORM,,-90.11540075,29.9368936
52962,52962,Catch Basin Drain,Eastbank,STORM,,-90.11493541,29.93675369
52963,52963,Catch Basin Drain,Eastbank,STORM,,-90.11496169,29.93671707
52964,52964,Catch Basin Drain,Eastbank,STORM,,-90.11353875,29.93779619
52965,52965,Catch Basin Drain,Eastbank,STORM,,-90.11362595,29.93782262
52966,52966,Catch Basin Drain,Eastbank,STORM,,-90.11389938,29.93746397
52967,52967,Catch Basin Drain,Eastbank,STORM,,-90.11353753,29.9373675
52968,52968,Catch Basin Drain,Eastbank,STORM,,-90.11355483,29.93730267
52969,52969,Catch Basin Drain,Eastbank,STORM,,-90.11370718,29.93728159
52970,52970,Catch Basin Drain,Eastbank,STORM,,-90.11379207,29.93732112
52971,52971,Catch Basin Drain,Eastbank,STORM,,-90.11381506,29.9369664
52972,52972,Catch Basin Drain,Eastbank,STORM,,-90.11392796,29.93700369
52973,52973,Catch Basin Drain,Eastbank,STORM,,-90.11333011,29.93713937
52974,52974,Catch Basin Drain,Eastbank,STORM,,-90.11324584,29.93710797
52975,52975,Catch Basin Drain,Eastbank,STORM,,-90.11310595,29.93716604
52976,52976,Catch Basin Drain,Eastbank,STORM,,-90.1129883,29.93722368
52977,52977,Catch Basin Drain,Eastbank,STORM,,-90.11421549,29.93654643
52978,52978,Catch Basin Drain,Eastbank,STORM,,-90.11424825,29.93650737
52979,52979,Catch Basin Drain,Eastbank,STORM,,-90.1138407,29.93645298
52980,52980,Catch Basin Drain,Eastbank,STORM,,-90.11386418,29.9364107
52981,52981,Catch Basin Drain,Eastbank,STORM,,-90.1140428,29.93635299
52982,52982,Catch Basin Drain,Eastbank,STORM,,-90.11414606,29.93635707
52983,52983,Catch Basin Drain,Eastbank,STORM,,-90.1136164,29.93625593
52984,52984,Catch Basin Drain,Eastbank,STORM,,-90.11358437,29.93623564
52985,52985,Catch Basin Drain,Eastbank,STORM,,-90.11344738,29.93629123
52986,52986,Catch Basin Drain,Eastbank,STORM,,-90.11325585,29.93628946
52987,52987,Catch Basin Drain,Eastbank,STORM,,-90.11299191,29.93616578
52988,52988,Catch Basin Drain,Eastbank,STORM,,-90.11297479,29.93621624
52989,52989,Catch Basin Drain,Eastbank,STORM,,-90.11281696,29.93615791
52990,52990,Catch Basin Drain,Eastbank,STORM,,-90.11294803,29.93605789
52991,52991,Catch Basin Drain,Eastbank,STORM,,-90.11268625,29.93622731
52992,52992,Catch Basin Drain,Eastbank,STORM,,-90.11269536,29.93630363
52993,52993,Catch Basin Drain,Eastbank,STORM,,-90.11269795,29.93661985
52994,52994,Catch Basin Drain,Eastbank,STORM,,-90.11278793,29.93665443
52995,52995,Catch Basin Drain,Eastbank,STORM,,-90.11260205,29.93701139
52996,52996,Catch Basin Drain,Eastbank,STORM,,-90.11270296,29.93697296
52997,52997,Catch Basin Drain,Eastbank,STORM,,-90.11279552,29.93708942
52998,52998,Catch Basin Drain,Eastbank,STORM,,-90.11282455,29.93729715
52999,52999,Catch Basin Drain,Eastbank,STORM,,-90.11238362,29.93715621
53000,53000,Catch Basin Drain,Eastbank,STORM,,-90.11237015,29.93720108
53001,53001,Catch Basin Drain,Eastbank,STORM,,-90.1125138,29.93736363
53002,53002,Catch Basin Drain,Eastbank,STORM,,-90.11238427,29.93786484
53003,53003,Catch Basin Drain,Eastbank,STORM,,-90.11220116,29.93799562
53004,53004,Catch Basin Drain,Eastbank,STORM,,-90.1122148,29.93793638
53005,53005,Catch Basin Drain,Eastbank,STORM,,-90.11234605,29.93811569
53006,53006,Catch Basin Drain,Eastbank,STORM,,-90.11249782,29.93814209
53007,53007,Catch Basin Drain,Eastbank,STORM,,-90.1125976,29.93790306
53008,53008,Catch Basin Drain,Eastbank,STORM,,-90.11263109,29.93809834
53009,53009,Catch Basin Drain,Eastbank,STORM,,-90.11265047,29.93803853
53010,53010,Catch Basin Drain,Eastbank,STORM,,-90.11071312,29.94069569
53011,53011,Catch Basin Drain,Eastbank,STORM,,-90.11061262,29.94070038
53012,53012,Catch Basin Drain,Eastbank,STORM,,-90.11086019,29.94063769
53013,53013,Catch Basin Drain,Eastbank,STORM,,-90.11087432,29.94053909
53014,53014,Catch Basin Drain,Eastbank,STORM,,-90.11054599,29.9405754
53015,53015,Catch Basin Drain,Eastbank,STORM,,-90.11057012,29.94048002
53016,53016,Catch Basin Drain,Eastbank,STORM,,-90.11069044,29.94043865
53017,53017,Catch Basin Drain,Eastbank,STORM,,-90.1107813,29.94045949
53018,53018,Catch Basin Drain,Eastbank,STORM,,-90.11076916,29.94010381
53019,53019,Catch Basin Drain,Eastbank,STORM,,-90.11086317,29.94010156
53020,53020,Catch Basin Drain,Eastbank,STORM,,-90.11181736,29.93998607
53021,53021,Catch Basin Drain,Eastbank,STORM,,-90.11203562,29.93991499
53022,53022,Catch Basin Drain,Eastbank,STORM,,-90.11206867,29.9398528
53023,53023,Catch Basin Drain,Eastbank,STORM,,-90.11175446,29.93984989
53024,53024,Catch Basin Drain,Eastbank,STORM,,-90.11180669,29.93980288
53025,53025,Catch Basin Drain,Eastbank,STORM,,-90.11106597,29.93971102
53026,53026,Catch Basin Drain,Eastbank,STORM,,-90.11109249,29.93965502
53027,53027,Catch Basin Drain,Eastbank,STORM,,-90.11082406,29.93960441
53028,53028,Catch Basin Drain,Eastbank,STORM,,-90.11081049,29.93965803
53029,53029,Catch Basin Drain,Eastbank,STORM,,-90.11005393,29.93951289
53030,53030,Catch Basin Drain,Eastbank,STORM,,-90.11008974,29.93945948
53031,53031,Catch Basin Drain,Eastbank,STORM,,-90.11093475,29.9395292
53032,53032,Catch Basin Drain,Eastbank,STORM,,-90.11100266,29.93954983
53033,53033,Catch Basin Drain,Eastbank,STORM,,-90.11100708,29.93918869
53034,53034,Catch Basin Drain,Eastbank,STORM,,-90.11110766,29.93917775
53035,53035,Catch Basin Drain,Eastbank,STORM,,-90.11202693,29.93904256
53036,53036,Catch Basin Drain,Eastbank,STORM,,-90.11213581,29.93905669
53037,53037,Catch Basin Drain,Eastbank,STORM,,-90.11258336,29.93906772
53038,53038,Catch Basin Drain,Eastbank,STORM,,-90.11257801,29.93897706
53039,53039,Catch Basin Drain,Eastbank,STORM,,-90.11186966,29.93969911
53040,53040,Catch Basin Drain,Eastbank,STORM,,-90.11196623,29.9397225
53041,53041,Catch Basin Drain,Eastbank,STORM,,-90.11200194,29.93891548
53042,53042,Catch Basin Drain,Eastbank,STORM,,-90.11234172,29.93899737
53043,53043,Catch Basin Drain,Eastbank,STORM,,-90.11231987,29.93890718
53044,53044,Catch Basin Drain,Eastbank,STORM,,-90.10943829,29.94080506
53045,53045,Catch Basin Drain,Eastbank,STORM,,-90.1094694,29.94066725
53046,53046,Catch Basin Drain,Eastbank,STORM,,-90.10967251,29.94071975
53047,53047,Catch Basin Drain,Eastbank,STORM,,-90.10974374,29.94046921
53048,53048,Catch Basin Drain,Eastbank,STORM,,-90.10952758,29.94042783
53049,53049,Catch Basin Drain,Eastbank,STORM,,-90.1094565,29.94037343
53050,53050,Catch Basin Drain,Eastbank,STORM,,-90.10948053,29.94028617
53051,53051,Catch Basin Drain,Eastbank,STORM,,-90.10987145,29.9403523
53052,53052,Catch Basin Drain,Eastbank,STORM,,-90.10986378,29.94045096
53053,53053,Catch Basin Drain,Eastbank,STORM,,-90.10966273,29.93993793
53054,53054,Catch Basin Drain,Eastbank,STORM,,-90.10987315,29.93997925
53055,53055,Catch Basin Drain,Eastbank,STORM,,-90.10959118,29.94021409
53056,53056,Catch Basin Drain,Eastbank,STORM,,-90.10980533,29.9402442
53057,53057,Catch Basin Drain,Eastbank,STORM,,-90.10970472,29.93943903
53058,53058,Catch Basin Drain,Eastbank,STORM,,-90.10968902,29.9393739
53059,53059,Catch Basin Drain,Eastbank,STORM,,-90.10908153,29.94029371
